Textbox15,Textbox17
"COA Notes:
",SOP 430.00 VOCs and SVOCs: 

Textbox24,Textbox76,Textbox77,Textbox84,Textbox62,Textbox9,Textbox13,Textbox37,Textbox10,Textbox4,Textbox27,WPPRResultQualifier
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200557,KPU_0816,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200557,KPU_0816,,37.6,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200557,KPU_0816,,12.8,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200557,KPU_0816,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200557,KPU_0816,,446,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200557,KPU_0816,,337,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200557,KPU_0816,,67400,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200557,KPU_0816,,24800,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200557,KPU_0816,,19700,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200557,KPU_0816,,3640,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200557,KPU_0816,,27000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200557,KPU_0816,,11400,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200557,KPU_0816,,6620,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200557,KPU_0816,,1080,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200557,KPU_0816,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200557,KPU_0816,,5440,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200557,KPU_0816,,55.8,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200557,KPU_0816,,133,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200557,KPU_0816,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200557,KPU_0816,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200558,DDA_0823,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200558,DDA_0823,,1.77,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200558,DDA_0823,,49.3,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200558,DDA_0823,,35.4,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200558,DDA_0823,,12.2,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200558,DDA_0823,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200558,DDA_0823,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200558,DDA_0823,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200558,DDA_0823,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200558,DDA_0823,,27.4,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200558,DDA_0823,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200558,DDA_0823,,20,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200558,DDA_0823,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200558,DDA_0823,,921,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200558,DDA_0823,,384,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200558,DDA_0823,,40000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200558,DDA_0823,,18100,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200558,DDA_0823,,8920,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200558,DDA_0823,,13000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200558,DDA_0823,,17500,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200558,DDA_0823,,8710,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200558,DDA_0823,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200558,DDA_0823,,5160,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200558,DDA_0823,,1200,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200558,DDA_0823,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200558,DDA_0823,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200558,DDA_0823,,6.13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200558,DDA_0823,,83.4,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200558,DDA_0823,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200558,DDA_0823,,163,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200558,DDA_0823,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200558,DDA_0823,,35.2,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200559,DDA_0117,,0.96,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200559,DDA_0117,,6.76,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200559,DDA_0117,,0.95,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200559,DDA_0117,,31.8,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200559,DDA_0117,,1.37,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200559,DDA_0117,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.32,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.28,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200559,DDA_0117,,0.99,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.66,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.73,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.28,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200559,DDA_0117,,276,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200559,DDA_0117,,285,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200559,DDA_0117,,44800,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200559,DDA_0117,,33200,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200559,DDA_0117,,20600,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200559,DDA_0117,,2010,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200559,DDA_0117,,36700,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200559,DDA_0117,,13800,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200559,DDA_0117,,2.78,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200559,DDA_0117,,11400,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200559,DDA_0117,,858,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.12,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.82,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200559,DDA_0117,,61.5,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200559,DDA_0117,,23.7,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200559,DDA_0117,,78.8,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200559,DDA_0117,,1.28,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200559,DDA_0117,,1.64,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200560,KPU_0307,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200560,KPU_0307,,46.2,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200560,KPU_0307,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200560,KPU_0307,,133,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200560,KPU_0307,,28.3,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200560,KPU_0307,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200560,KPU_0307,,837,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200560,KPU_0307,,1120,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200560,KPU_0307,,107000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200560,KPU_0307,,31300,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200560,KPU_0307,,30500,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200560,KPU_0307,,5440,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200560,KPU_0307,,35300,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200560,KPU_0307,,21100,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200560,KPU_0307,,13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200560,KPU_0307,,17300,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200560,KPU_0307,,1360,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200560,KPU_0307,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200560,KPU_0307,,742,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200560,KPU_0307,,58.2,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200560,KPU_0307,,134,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200560,KPU_0307,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200560,KPU_0307,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200561,ARO_0702,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200561,ARO_0702,,8.62,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200561,ARO_0702,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200561,ARO_0702,,44.2,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200561,ARO_0702,,16.8,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200561,ARO_0702,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200561,ARO_0702,,536,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200561,ARO_0702,,1770,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200561,ARO_0702,,57000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200561,ARO_0702,,18100,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200561,ARO_0702,,15700,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200561,ARO_0702,,4650,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200561,ARO_0702,,47500,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200561,ARO_0702,,11900,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200561,ARO_0702,,7770,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200561,ARO_0702,,1940,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200561,ARO_0702,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200561,ARO_0702,,6.13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200561,ARO_0702,,89.3,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200561,ARO_0702,,132,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200561,ARO_0702,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200561,ARO_0702,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200562,ARO_1213,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200562,ARO_1213,,1.57,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200562,ARO_1213,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200562,ARO_1213,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200562,ARO_1213,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200562,ARO_1213,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200562,ARO_1213,,120,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200562,ARO_1213,,139,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200562,ARO_1213,,46100,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200562,ARO_1213,,17300,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200562,ARO_1213,,12500,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200562,ARO_1213,,1440,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200562,ARO_1213,,47300,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200562,ARO_1213,,7000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200562,ARO_1213,,4650,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.24,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200562,ARO_1213,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200562,ARO_1213,,6.13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200562,ARO_1213,,36.8,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200562,ARO_1213,,68.3,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200562,ARO_1213,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200562,ARO_1213,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200563,JRI_0607,,0.96,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200563,JRI_0607,,1.41,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200563,JRI_0607,,0.95,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200563,JRI_0607,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200563,JRI_0607,,1.37,
