recordID,masterParameterID,IARCgroup,dateListed,documentDate,noData
618,301183,NULL,NULL,20-Oct-14,1
619,301184,NULL,NULL,20-Oct-14,1
620,301185,NULL,NULL,20-Oct-14,1
621,301186,NULL,NULL,20-Oct-14,1
622,301187,NULL,NULL,20-Oct-14,1
623,301188,NULL,NULL,20-Oct-14,1
624,301189,NULL,NULL,20-Oct-14,1
625,301190,NULL,NULL,20-Oct-14,1
626,301191,NULL,NULL,20-Oct-14,1
627,301192,NULL,NULL,20-Oct-14,1
628,301193,NULL,NULL,20-Oct-14,1
629,301194,NULL,NULL,20-Oct-14,1
630,301195,NULL,NULL,20-Oct-14,1
631,301196,NULL,NULL,20-Oct-14,1
632,301197,NULL,NULL,20-Oct-14,1
633,301198,NULL,NULL,20-Oct-14,1
634,301199,NULL,NULL,20-Oct-14,1
635,301200,NULL,NULL,20-Oct-14,1
636,301201,NULL,NULL,20-Oct-14,1
637,301202,NULL,NULL,20-Oct-14,1
638,301203,NULL,NULL,20-Oct-14,1
639,301204,NULL,NULL,20-Oct-14,1
640,301205,NULL,NULL,20-Oct-14,1
641,301206,NULL,NULL,20-Oct-14,1
642,301207,NULL,NULL,20-Oct-14,1
643,301208,NULL,NULL,20-Oct-14,1
644,301209,NULL,NULL,20-Oct-14,1
645,301210,NULL,NULL,20-Oct-14,1
646,301211,NULL,NULL,20-Oct-14,1
647,301212,NULL,NULL,20-Oct-14,1
648,301213,NULL,NULL,20-Oct-14,1
649,301214,NULL,NULL,20-Oct-14,1
650,301215,NULL,NULL,20-Oct-14,1
651,301216,NULL,NULL,20-Oct-14,1
652,301217,NULL,NULL,20-Oct-14,1
653,301218,NULL,NULL,20-Oct-14,1
654,301219,NULL,NULL,20-Oct-14,1
655,301220,NULL,NULL,20-Oct-14,1
656,301221,NULL,NULL,20-Oct-14,1
657,301222,NULL,NULL,20-Oct-14,1
658,301223,NULL,NULL,20-Oct-14,1
659,301224,NULL,NULL,20-Oct-14,1
660,301225,NULL,NULL,20-Oct-14,1
661,301226,NULL,NULL,20-Oct-14,1
662,301227,NULL,NULL,20-Oct-14,1
663,301228,NULL,NULL,20-Oct-14,1
664,301229,NULL,NULL,20-Oct-14,1
665,301230,NULL,NULL,20-Oct-14,1
666,301231,NULL,NULL,20-Oct-14,1
667,301232,NULL,NULL,20-Oct-14,1
668,301233,NULL,NULL,20-Oct-14,1
669,301234,NULL,NULL,20-Oct-14,1
670,301235,NULL,NULL,20-Oct-14,1
671,301236,NULL,NULL,20-Oct-14,1
672,301237,NULL,NULL,20-Oct-14,1
673,301238,NULL,NULL,20-Oct-14,1
674,301239,NULL,NULL,20-Oct-14,1
675,301240,NULL,NULL,20-Oct-14,1
676,301241,NULL,NULL,20-Oct-14,1
677,301242,NULL,NULL,20-Oct-14,1
678,301243,NULL,NULL,20-Oct-14,1
679,301244,NULL,NULL,20-Oct-14,1
680,301245,NULL,NULL,20-Oct-14,1
681,301246,NULL,NULL,20-Oct-14,1
682,301247,NULL,NULL,20-Oct-14,1
683,301248,NULL,NULL,20-Oct-14,1
684,301249,NULL,NULL,20-Oct-14,1
685,301250,NULL,NULL,20-Oct-14,1
686,301251,NULL,NULL,20-Oct-14,1
687,301252,NULL,NULL,20-Oct-14,1
688,301253,NULL,NULL,20-Oct-14,1
689,301254,NULL,NULL,20-Oct-14,1
690,301255,NULL,NULL,20-Oct-14,1
691,301256,NULL,NULL,20-Oct-14,1
692,301257,NULL,NULL,20-Oct-14,1
693,301258,NULL,NULL,20-Oct-14,1
694,301259,NULL,NULL,20-Oct-14,1
695,301260,NULL,NULL,20-Oct-14,1
696,301261,NULL,NULL,20-Oct-14,1
697,301262,NULL,NULL,20-Oct-14,1
698,301263,NULL,NULL,20-Oct-14,1
699,301264,NULL,NULL,20-Oct-14,1
700,301265,NULL,NULL,20-Oct-14,1
701,301266,NULL,NULL,20-Oct-14,1
702,301267,NULL,NULL,20-Oct-14,1
703,301268,NULL,NULL,20-Oct-14,1
704,301269,NULL,NULL,20-Oct-14,1
705,301270,NULL,NULL,20-Oct-14,1
706,301271,NULL,NULL,20-Oct-14,1
707,301272,NULL,NULL,20-Oct-14,1
708,301273,NULL,NULL,20-Oct-14,1
709,301274,NULL,NULL,20-Oct-14,1
710,301275,NULL,NULL,20-Oct-14,1
711,301276,NULL,NULL,20-Oct-14,1
712,301277,NULL,NULL,20-Oct-14,1
713,301278,NULL,NULL,20-Oct-14,1
714,301279,NULL,NULL,20-Oct-14,1
715,301280,NULL,NULL,20-Oct-14,1
716,301281,NULL,NULL,20-Oct-14,1
717,301282,NULL,NULL,20-Oct-14,1
718,301283,NULL,NULL,20-Oct-14,1
719,301284,NULL,NULL,20-Oct-14,1
720,301285,NULL,NULL,20-Oct-14,1
721,301286,NULL,NULL,20-Oct-14,1
722,301287,NULL,NULL,20-Oct-14,1
723,301288,NULL,NULL,20-Oct-14,1
724,301289,NULL,NULL,20-Oct-14,1
725,301290,NULL,NULL,20-Oct-14,1
726,301291,NULL,NULL,20-Oct-14,1
727,301292,NULL,NULL,20-Oct-14,1
728,301293,NULL,NULL,20-Oct-14,1
729,301294,NULL,NULL,20-Oct-14,1
730,301295,NULL,NULL,20-Oct-14,1
731,301296,NULL,NULL,20-Oct-14,1
732,301297,NULL,NULL,20-Oct-14,1
733,301298,NULL,NULL,20-Oct-14,1
734,301299,NULL,NULL,20-Oct-14,1
735,301300,NULL,NULL,20-Oct-14,1
736,301301,NULL,NULL,20-Oct-14,1
737,301302,NULL,NULL,20-Oct-14,1
738,301303,NULL,NULL,20-Oct-14,1
739,301304,NULL,NULL,20-Oct-14,1
740,301305,NULL,NULL,20-Oct-14,1
741,301306,NULL,NULL,20-Oct-14,1
742,301307,NULL,NULL,20-Oct-14,1
743,301308,NULL,NULL,20-Oct-14,1
744,301309,NULL,NULL,20-Oct-14,1
745,301310,NULL,NULL,20-Oct-14,1
746,301311,NULL,NULL,20-Oct-14,1
747,301312,NULL,NULL,20-Oct-14,1
748,301313,NULL,NULL,20-Oct-14,1
749,301314,NULL,NULL,20-Oct-14,1
750,301315,NULL,NULL,20-Oct-14,1
751,301316,NULL,NULL,20-Oct-14,1
752,301317,NULL,NULL,20-Oct-14,1
753,301318,NULL,NULL,20-Oct-14,1
754,301319,NULL,NULL,20-Oct-14,1
755,301320,NULL,NULL,20-Oct-14,1
756,301321,NULL,NULL,20-Oct-14,1
757,301322,NULL,NULL,20-Oct-14,1
758,301323,NULL,NULL,20-Oct-14,1
759,301324,NULL,NULL,20-Oct-14,1
760,301325,NULL,NULL,20-Oct-14,1
761,301326,NULL,NULL,20-Oct-14,1
762,301327,NULL,NULL,20-Oct-14,1
763,301328,NULL,NULL,20-Oct-14,1
764,301329,NULL,NULL,20-Oct-14,1
765,301330,NULL,NULL,20-Oct-14,1
766,301331,NULL,NULL,20-Oct-14,1
767,301332,NULL,NULL,20-Oct-14,1
768,301333,NULL,NULL,20-Oct-14,1
769,301334,NULL,NULL,20-Oct-14,1
770,301335,NULL,NULL,20-Oct-14,1
771,301336,NULL,NULL,20-Oct-14,1
772,301337,NULL,NULL,20-Oct-14,1
773,301338,NULL,NULL,20-Oct-14,1
774,301339,NULL,NULL,20-Oct-14,1
775,301340,NULL,NULL,20-Oct-14,1
776,301341,NULL,NULL,20-Oct-14,1
777,301342,NULL,NULL,20-Oct-14,1
778,301344,NULL,NULL,20-Oct-14,1
779,301345,NULL,NULL,20-Oct-14,1
780,301346,NULL,NULL,20-Oct-14,1
781,301347,NULL,NULL,20-Oct-14,1
782,301348,NULL,NULL,20-Oct-14,1
783,301349,NULL,NULL,20-Oct-14,1
784,301350,NULL,NULL,20-Oct-14,1
785,301351,NULL,NULL,20-Oct-14,1
786,301352,NULL,NULL,20-Oct-14,1
787,301353,NULL,NULL,20-Oct-14,1
788,301354,NULL,NULL,20-Oct-14,1
789,301355,NULL,NULL,20-Oct-14,1
790,301356,NULL,NULL,20-Oct-14,1
791,301357,NULL,NULL,20-Oct-14,1
792,301358,NULL,NULL,20-Oct-14,1
793,301359,NULL,NULL,20-Oct-14,1
794,301360,NULL,NULL,20-Oct-14,1
795,301361,NULL,NULL,20-Oct-14,1
796,301362,NULL,NULL,20-Oct-14,1
797,301363,NULL,NULL,20-Oct-14,1
798,301364,NULL,NULL,20-Oct-14,1
799,301365,NULL,NULL,20-Oct-14,1
800,301366,NULL,NULL,20-Oct-14,1
801,301367,NULL,NULL,20-Oct-14,1
802,301368,NULL,NULL,20-Oct-14,1
803,301369,NULL,NULL,20-Oct-14,1
804,301370,NULL,NULL,20-Oct-14,1
805,301371,NULL,NULL,20-Oct-14,1
806,301372,NULL,NULL,20-Oct-14,1
807,301373,NULL,NULL,20-Oct-14,1
808,301374,NULL,NULL,20-Oct-14,1
809,301375,NULL,NULL,20-Oct-14,1
810,301376,3,1987,20-Oct-14,NULL
811,301377,NULL,NULL,20-Oct-14,1
812,301378,NULL,NULL,20-Oct-14,1
813,301379,NULL,NULL,20-Oct-14,1
814,301380,NULL,NULL,20-Oct-14,1
815,301381,NULL,NULL,20-Oct-14,1
816,301382,NULL,NULL,20-Oct-14,1
817,301383,NULL,NULL,20-Oct-14,1
818,301384,NULL,NULL,20-Oct-14,1
819,301385,NULL,NULL,20-Oct-14,1
820,301386,NULL,NULL,20-Oct-14,1
821,301387,NULL,NULL,20-Oct-14,1
822,301388,NULL,NULL,20-Oct-14,1
823,301389,NULL,NULL,20-Oct-14,1
824,301390,NULL,NULL,20-Oct-14,1
825,301391,NULL,NULL,20-Oct-14,1
826,301392,NULL,NULL,20-Oct-14,1
827,301393,NULL,NULL,20-Oct-14,1
828,301394,NULL,NULL,20-Oct-14,1
829,301395,NULL,NULL,20-Oct-14,1
830,301396,NULL,NULL,20-Oct-14,1
831,301397,NULL,NULL,20-Oct-14,1
832,301398,NULL,NULL,20-Oct-14,1
833,301399,NULL,NULL,20-Oct-14,1
834,301400,NULL,NULL,20-Oct-14,1
835,301401,NULL,NULL,20-Oct-14,1
836,301402,NULL,NULL,20-Oct-14,1
837,301403,NULL,NULL,20-Oct-14,1
838,301404,NULL,NULL,20-Oct-14,1
839,301405,NULL,NULL,20-Oct-14,1
840,301406,NULL,NULL,20-Oct-14,1
841,301407,NULL,NULL,20-Oct-14,1
842,301408,NULL,NULL,20-Oct-14,1
843,301409,NULL,NULL,20-Oct-14,1
844,301410,NULL,NULL,20-Oct-14,1
845,301411,NULL,NULL,20-Oct-14,1
846,301412,NULL,NULL,20-Oct-14,1
847,301413,NULL,NULL,20-Oct-14,1
848,301414,NULL,NULL,20-Oct-14,1
849,301415,1,2012,20-Oct-14,NULL
850,301416,NULL,NULL,20-Oct-14,1
851,301417,NULL,NULL,20-Oct-14,1
852,301418,NULL,NULL,20-Oct-14,1
853,301419,NULL,NULL,20-Oct-14,1
854,301420,NULL,NULL,20-Oct-14,1
855,301421,NULL,NULL,20-Oct-14,1
856,301422,NULL,NULL,20-Oct-14,1
857,301423,NULL,NULL,20-Oct-14,1
858,301424,NULL,NULL,20-Oct-14,1
859,301425,NULL,NULL,20-Oct-14,1
860,301426,NULL,NULL,20-Oct-14,1
861,301427,NULL,NULL,20-Oct-14,1
862,301428,NULL,NULL,20-Oct-14,1
863,301429,NULL,NULL,20-Oct-14,1
864,301430,NULL,NULL,20-Oct-14,1
865,301431,NULL,NULL,20-Oct-14,1
866,301432,NULL,NULL,20-Oct-14,1
867,301433,NULL,NULL,20-Oct-14,1
868,301434,NULL,NULL,20-Oct-14,1
869,301435,NULL,NULL,20-Oct-14,1
870,301436,NULL,NULL,20-Oct-14,1
871,301437,NULL,NULL,20-Oct-14,1
872,301438,2A,2010,20-Oct-14,NULL
873,301439,NULL,NULL,20-Oct-14,1
874,301440,NULL,NULL,20-Oct-14,1
875,301441,NULL,NULL,20-Oct-14,1
876,301442,NULL,NULL,20-Oct-14,1
877,301443,3,1987,20-Oct-14,NULL
878,301444,NULL,NULL,20-Oct-14,1
879,301445,NULL,NULL,20-Oct-14,1
880,301446,NULL,NULL,20-Oct-14,1
881,301447,NULL,NULL,20-Oct-14,1
882,301448,NULL,NULL,20-Oct-14,1
883,301449,NULL,NULL,20-Oct-14,1
884,301450,NULL,NULL,20-Oct-14,1
885,301451,NULL,NULL,20-Oct-14,1
886,301452,NULL,NULL,20-Oct-14,1
887,301453,NULL,NULL,20-Oct-14,1
888,301454,NULL,NULL,20-Oct-14,1
889,301455,NULL,NULL,20-Oct-14,1
890,301456,NULL,NULL,20-Oct-14,1
891,301457,NULL,NULL,20-Oct-14,1
892,301458,NULL,NULL,20-Oct-14,1
893,301459,NULL,NULL,20-Oct-14,1
894,301460,NULL,NULL,20-Oct-14,1
895,301461,NULL,NULL,20-Oct-14,1
896,301462,NULL,NULL,20-Oct-14,1
897,301463,NULL,NULL,20-Oct-14,1
898,301464,NULL,NULL,20-Oct-14,1
899,301465,NULL,NULL,20-Oct-14,1
900,301466,NULL,NULL,20-Oct-14,1
901,301467,NULL,NULL,20-Oct-14,1
902,301468,NULL,NULL,20-Oct-14,1
903,301474,NULL,NULL,20-Oct-14,1
904,301475,NULL,NULL,20-Oct-14,1
905,301476,NULL,NULL,20-Oct-14,1
906,301477,3,1999,20-Oct-14,NULL
907,301478,NULL,NULL,20-Oct-14,1
908,301479,NULL,NULL,20-Oct-14,1
909,301480,NULL,NULL,20-Oct-14,1
910,301481,NULL,NULL,20-Oct-14,1
911,301482,NULL,NULL,20-Oct-14,1
912,301483,NULL,NULL,20-Oct-14,1
913,301484,NULL,NULL,20-Oct-14,1
914,301485,NULL,NULL,20-Oct-14,1
915,301486,NULL,NULL,20-Oct-14,1
916,301487,NULL,NULL,20-Oct-14,1
917,301488,NULL,NULL,20-Oct-14,1
918,301489,NULL,NULL,20-Oct-14,1
919,301490,3,1996,20-Oct-14,NULL
920,301491,NULL,NULL,20-Oct-14,1
921,301492,NULL,NULL,20-Oct-14,1
922,301493,3,1991,20-Oct-14,NULL
923,301494,NULL,NULL,20-Oct-14,1
924,301495,NULL,NULL,20-Oct-14,1
925,301496,NULL,NULL,20-Oct-14,1
926,301497,NULL,NULL,20-Oct-14,1
927,301498,NULL,NULL,20-Oct-14,1
928,301499,NULL,NULL,20-Oct-14,1
929,301500,NULL,NULL,20-Oct-14,1
930,301501,3,1991,20-Oct-14,NULL
931,301502,NULL,NULL,20-Oct-14,1
932,301503,NULL,NULL,20-Oct-14,1
933,301504,3,1996,20-Oct-14,NULL
934,301505,NULL,NULL,20-Oct-14,1
935,301506,NULL,NULL,20-Oct-14,1
936,301507,NULL,NULL,20-Oct-14,1
937,301508,NULL,NULL,20-Oct-14,1
938,301509,NULL,NULL,20-Oct-14,1
939,301510,NULL,NULL,20-Oct-14,1
940,301511,NULL,NULL,20-Oct-14,1
941,301512,NULL,NULL,20-Oct-14,1
942,301513,NULL,NULL,20-Oct-14,1
943,301514,NULL,NULL,20-Oct-14,1
944,301515,NULL,NULL,20-Oct-14,1
945,301516,NULL,NULL,20-Oct-14,1
946,301517,NULL,NULL,20-Oct-14,1
947,301518,NULL,NULL,20-Oct-14,1
948,301519,NULL,NULL,20-Oct-14,1
949,301520,NULL,NULL,20-Oct-14,1
950,301521,NULL,NULL,20-Oct-14,1
951,301522,NULL,NULL,20-Oct-14,1
952,301523,NULL,NULL,20-Oct-14,1
953,301524,NULL,NULL,20-Oct-14,1
954,301525,NULL,NULL,20-Oct-14,1
955,301526,NULL,NULL,20-Oct-14,1
956,301527,NULL,NULL,20-Oct-14,1
957,301528,NULL,NULL,20-Oct-14,1
958,301529,NULL,NULL,20-Oct-14,1
959,301530,NULL,NULL,20-Oct-14,1
960,301531,NULL,NULL,20-Oct-14,1
961,301532,NULL,NULL,20-Oct-14,1
962,301533,NULL,NULL,20-Oct-14,1
963,301534,NULL,NULL,20-Oct-14,1
964,301535,NULL,NULL,20-Oct-14,1
965,301536,NULL,NULL,20-Oct-14,1
966,301537,NULL,NULL,20-Oct-14,1
967,301538,NULL,NULL,20-Oct-14,1
968,301539,NULL,NULL,20-Oct-14,1
969,301540,NULL,NULL,20-Oct-14,1
970,301541,NULL,NULL,20-Oct-14,1
971,301542,NULL,NULL,20-Oct-14,1
972,301543,NULL,NULL,20-Oct-14,1
973,301544,NULL,NULL,20-Oct-14,1
974,301545,NULL,NULL,20-Oct-14,1
975,301546,NULL,NULL,20-Oct-14,1
976,301547,NULL,NULL,20-Oct-14,1
977,301548,NULL,NULL,20-Oct-14,1
978,301549,NULL,NULL,20-Oct-14,1
979,301550,NULL,NULL,20-Oct-14,1
980,301551,NULL,NULL,20-Oct-14,1
981,301552,NULL,NULL,20-Oct-14,1
982,301553,NULL,NULL,20-Oct-14,1
983,301554,NULL,NULL,20-Oct-14,1
984,301555,NULL,NULL,20-Oct-14,1
985,301556,NULL,NULL,20-Oct-14,1
986,301557,NULL,NULL,20-Oct-14,1
987,301558,NULL,NULL,20-Oct-14,1
988,301559,NULL,NULL,20-Oct-14,1
989,301560,NULL,NULL,20-Oct-14,1
990,301561,NULL,NULL,20-Oct-14,1
991,301562,NULL,NULL,20-Oct-14,1
992,301563,NULL,NULL,20-Oct-14,1
993,301564,NULL,NULL,20-Oct-14,1
994,301565,NULL,NULL,20-Oct-14,1
995,301566,NULL,NULL,20-Oct-14,1
996,301567,NULL,NULL,20-Oct-14,1
997,301568,NULL,NULL,20-Oct-14,1
998,301569,NULL,NULL,20-Oct-14,1
999,301570,NULL,NULL,20-Oct-14,1
1000,301571,NULL,NULL,20-Oct-14,1
1001,301572,NULL,NULL,20-Oct-14,1
1002,301573,NULL,NULL,20-Oct-14,1
1003,301574,NULL,NULL,20-Oct-14,1
1004,301575,NULL,NULL,20-Oct-14,1
1005,301576,NULL,NULL,20-Oct-14,1
1006,301577,NULL,NULL,20-Oct-14,1
1007,301578,NULL,NULL,20-Oct-14,1
1008,301579,NULL,NULL,20-Oct-14,1
1009,301580,NULL,NULL,20-Oct-14,1
1010,301581,2B,2001,20-Oct-14,NULL
1011,301582,NULL,NULL,20-Oct-14,1
1012,301583,NULL,NULL,20-Oct-14,1
1013,301584,NULL,NULL,20-Oct-14,1
1014,301585,NULL,NULL,20-Oct-14,1
1015,301586,NULL,NULL,20-Oct-14,1
1016,301587,NULL,NULL,20-Oct-14,1
1017,301588,NULL,NULL,20-Oct-14,1
1018,301589,NULL,NULL,20-Oct-14,1
1019,301590,NULL,NULL,20-Oct-14,1
1020,301591,NULL,NULL,20-Oct-14,1
1021,301592,NULL,NULL,20-Oct-14,1
1022,301593,2B,1987,20-Oct-14,NULL
1023,301594,NULL,NULL,20-Oct-14,1
1024,301595,NULL,NULL,20-Oct-14,1
1025,301596,NULL,NULL,20-Oct-14,1
1026,301597,NULL,NULL,20-Oct-14,1
1027,301598,2A,in prep,20-Oct-14,NULL
1028,301599,NULL,NULL,20-Oct-14,1
1029,301600,NULL,NULL,20-Oct-14,1
1030,301601,NULL,NULL,20-Oct-14,1
1031,301602,NULL,NULL,20-Oct-14,1
1032,301603,NULL,NULL,20-Oct-14,1
1033,301604,NULL,NULL,20-Oct-14,1
1034,301605,NULL,NULL,20-Oct-14,1
1035,301606,NULL,NULL,20-Oct-14,1
1036,301607,NULL,NULL,20-Oct-14,1
1037,301608,NULL,NULL,20-Oct-14,1
1038,301609,NULL,NULL,20-Oct-14,1
1039,301610,NULL,NULL,20-Oct-14,1
1040,301611,NULL,NULL,20-Oct-14,1
1041,301612,2B,2001,20-Oct-14,NULL
1042,301613,NULL,NULL,20-Oct-14,1
1043,301614,NULL,NULL,20-Oct-14,1
1044,301615,NULL,NULL,20-Oct-14,1
1045,301616,NULL,NULL,20-Oct-14,1
1046,301617,NULL,NULL,20-Oct-14,1
1047,301618,NULL,NULL,20-Oct-14,1
1048,301619,NULL,NULL,20-Oct-14,1
1049,301620,3,1987,20-Oct-14,NULL
1050,301621,NULL,NULL,20-Oct-14,1
1051,301622,NULL,NULL,20-Oct-14,1
1052,301623,NULL,NULL,20-Oct-14,1
1053,301624,NULL,NULL,20-Oct-14,1
1054,301625,NULL,NULL,20-Oct-14,1
1055,301626,NULL,NULL,20-Oct-14,1
1056,301627,NULL,NULL,20-Oct-14,1
1057,301628,NULL,NULL,20-Oct-14,1
1058,301629,NULL,NULL,20-Oct-14,1
1059,301630,NULL,NULL,20-Oct-14,1
1060,301631,NULL,NULL,20-Oct-14,1
1061,301632,NULL,NULL,20-Oct-14,1
1062,301633,NULL,NULL,20-Oct-14,1
1063,301634,NULL,NULL,20-Oct-14,1
1064,301635,NULL,NULL,20-Oct-14,1
1065,301636,NULL,NULL,20-Oct-14,1
1066,301637,2B,2001,20-Oct-14,NULL
1067,301638,NULL,NULL,20-Oct-14,1
1068,301639,NULL,NULL,20-Oct-14,1
1069,301640,NULL,NULL,20-Oct-14,1
1070,301641,NULL,NULL,20-Oct-14,1
1071,301642,NULL,NULL,20-Oct-14,1
1072,301643,NULL,NULL,20-Oct-14,1
1073,301644,NULL,NULL,20-Oct-14,1
1074,301645,NULL,NULL,20-Oct-14,1
1075,301646,NULL,NULL,20-Oct-14,1
1076,301647,NULL,NULL,20-Oct-14,1
1077,301648,2A,in prep,20-Oct-14,NULL
1078,301649,NULL,NULL,20-Oct-14,1
1079,301650,NULL,NULL,20-Oct-14,1
1080,301651,NULL,NULL,20-Oct-14,1
1081,301652,NULL,NULL,20-Oct-14,1
1082,301653,NULL,NULL,20-Oct-14,1
1083,301654,NULL,NULL,20-Oct-14,1
1084,301655,NULL,NULL,20-Oct-14,1
1085,301656,NULL,NULL,20-Oct-14,1
1086,301657,NULL,NULL,20-Oct-14,1
1087,301658,NULL,NULL,20-Oct-14,1
1088,301659,3,1987,20-Oct-14,NULL
1089,301660,NULL,NULL,20-Oct-14,1
1090,301661,NULL,NULL,20-Oct-14,1
1091,301662,NULL,NULL,20-Oct-14,1
1092,301663,NULL,NULL,20-Oct-14,1
1093,301664,NULL,NULL,20-Oct-14,1
1094,301665,NULL,NULL,20-Oct-14,1
1095,301666,NULL,NULL,20-Oct-14,1
1096,301667,NULL,NULL,20-Oct-14,1
1097,301668,NULL,NULL,20-Oct-14,1
1098,301669,NULL,NULL,20-Oct-14,1
1099,301670,NULL,NULL,20-Oct-14,1
1100,301671,NULL,NULL,20-Oct-14,1
1101,301672,NULL,NULL,20-Oct-14,1
1102,301673,NULL,NULL,20-Oct-14,1
1103,301674,NULL,NULL,20-Oct-14,1
1104,301675,NULL,NULL,20-Oct-14,1
1105,301676,NULL,NULL,20-Oct-14,1
1106,301677,NULL,NULL,20-Oct-14,1
1107,301678,NULL,NULL,20-Oct-14,1
1108,301679,NULL,NULL,20-Oct-14,1
1109,301680,2A,in prep,20-Oct-14,NULL
1110,301681,NULL,NULL,20-Oct-14,1
1111,301682,NULL,NULL,20-Oct-14,1
1112,301683,NULL,NULL,20-Oct-14,1
1113,301684,NULL,NULL,20-Oct-14,1
1114,301685,NULL,NULL,20-Oct-14,1
1115,301686,NULL,NULL,20-Oct-14,1
1116,301687,NULL,NULL,20-Oct-14,1
1117,301688,NULL,NULL,20-Oct-14,1
1118,301689,NULL,NULL,20-Oct-14,1
1119,301690,NULL,NULL,20-Oct-14,1
1120,301691,NULL,NULL,20-Oct-14,1
1121,301692,NULL,NULL,20-Oct-14,1
1122,301693,NULL,NULL,20-Oct-14,1
1123,301694,NULL,NULL,20-Oct-14,1
1124,301695,NULL,NULL,20-Oct-14,1
1125,301696,NULL,NULL,20-Oct-14,1
1126,301697,NULL,NULL,20-Oct-14,1
1127,301698,NULL,NULL,20-Oct-14,1
1128,301699,NULL,NULL,20-Oct-14,1
1129,301700,NULL,NULL,20-Oct-14,1
1130,301701,NULL,NULL,20-Oct-14,1
1131,301702,NULL,NULL,20-Oct-14,1
1132,301703,NULL,NULL,20-Oct-14,1
1133,301704,NULL,NULL,20-Oct-14,1
1134,301705,NULL,NULL,20-Oct-14,1
1135,301706,NULL,NULL,20-Oct-14,1
1136,301707,NULL,NULL,20-Oct-14,1
1137,301708,NULL,NULL,20-Oct-14,1
1138,301709,NULL,NULL,20-Oct-14,1
1139,301710,NULL,NULL,20-Oct-14,1
1140,301711,NULL,NULL,20-Oct-14,1
1141,301712,NULL,NULL,20-Oct-14,1
1142,301713,NULL,NULL,20-Oct-14,1
1143,301714,NULL,NULL,20-Oct-14,1
1144,301715,NULL,NULL,20-Oct-14,1
1145,301716,NULL,NULL,20-Oct-14,1
1146,301717,NULL,NULL,20-Oct-14,1
1147,301721,NULL,NULL,20-Oct-14,1
1148,301724,3,1989,20-Oct-14,NULL
1149,301725,3,1989,20-Oct-14,NULL
1150,301726,NULL,NULL,20-Oct-14,1
1151,301727,2B,2013,20-Oct-14,NULL
1152,301728,3,1987,20-Oct-14,NULL
1153,301729,NULL,NULL,20-Oct-14,1
1154,301730,NULL,NULL,20-Oct-14,1
1155,301731,NULL,NULL,20-Oct-14,1
1156,301732,3,1987,20-Oct-14,NULL
1157,301733,2A,2013,20-Oct-14,NULL
1158,301734,3,1989,20-Oct-14,NULL
1159,301735,3,1989,20-Oct-14,NULL
1160,301736,2B,2013,20-Oct-14,NULL
1161,301737,2B,2013,20-Oct-14,NULL
1162,301739,3,1989,20-Oct-14,NULL
1163,301740,NULL,NULL,20-Oct-14,1
1164,301741,NULL,NULL,20-Oct-14,1
1165,301742,NULL,NULL,20-Oct-14,1
1166,301743,NULL,NULL,20-Oct-14,1
1167,301746,NULL,NULL,20-Oct-14,1
1168,301747,NULL,NULL,20-Oct-14,1
1169,301748,NULL,NULL,20-Oct-14,1
1170,301749,NULL,NULL,20-Oct-14,1
1171,301750,NULL,NULL,20-Oct-14,1
1172,301751,NULL,NULL,20-Oct-14,1
1173,301752,NULL,NULL,20-Oct-14,1
1174,301753,NULL,NULL,20-Oct-14,1
1175,301754,NULL,NULL,20-Oct-14,1
1176,301755,NULL,NULL,20-Oct-14,1
1177,301756,NULL,NULL,20-Oct-14,1
1178,301757,NULL,NULL,20-Oct-14,1
1179,301758,NULL,NULL,20-Oct-14,1
1180,301769,NULL,NULL,20-Oct-14,1
1181,301770,NULL,NULL,20-Oct-14,1
1182,301771,NULL,NULL,20-Oct-14,1
1183,301772,NULL,NULL,20-Oct-14,1
1184,301773,NULL,NULL,20-Oct-14,1
1185,301774,NULL,NULL,20-Oct-14,1
1186,301775,NULL,NULL,20-Oct-14,1
1187,301776,NULL,NULL,20-Oct-14,1
1188,301777,NULL,NULL,20-Oct-14,1
1189,301778,NULL,NULL,20-Oct-14,1
1190,301779,NULL,NULL,20-Oct-14,1
1191,301780,NULL,NULL,20-Oct-14,1
1192,301781,NULL,NULL,20-Oct-14,1
1193,301782,NULL,NULL,20-Oct-14,1
1194,301783,NULL,NULL,20-Oct-14,1
1195,301784,NULL,NULL,20-Oct-14,1
1196,301785,NULL,NULL,20-Oct-14,1
1197,301786,NULL,NULL,20-Oct-14,1
1198,301787,NULL,NULL,20-Oct-14,1
1199,301788,NULL,NULL,20-Oct-14,1
1200,301789,NULL,NULL,20-Oct-14,1
1201,301790,NULL,NULL,20-Oct-14,1
1202,301791,NULL,NULL,20-Oct-14,1
1203,301792,NULL,NULL,20-Oct-14,1
1204,301793,NULL,NULL,20-Oct-14,1
1205,301794,NULL,NULL,20-Oct-14,1
1206,301795,NULL,NULL,20-Oct-14,1
1207,301796,NULL,NULL,20-Oct-14,1
1208,301797,NULL,NULL,20-Oct-14,1
1209,301798,NULL,NULL,20-Oct-14,1
1210,301799,NULL,NULL,20-Oct-14,1
1211,301800,NULL,NULL,20-Oct-14,1
1212,301830,NULL,NULL,20-Oct-14,1
1213,301831,NULL,NULL,20-Oct-14,1
1214,301832,NULL,NULL,20-Oct-14,1
1215,301833,NULL,NULL,20-Oct-14,1
