ParameterID,ChemicalUrl,OralRfDAssessment,InhalationRfCAssessment,CarcinogenicityAssessment
301085,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301086,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301087,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301088,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301089,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301090,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301091,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301092,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
301111,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=176,Withdrawn (Last revised: 07-01-1992),No,No
301125,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=239,Yes (Last revised: 05-01-1991),No,No
301170,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=158,Yes (Last revised: 03-31-1987),No,No
301197,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=362,No,No,Yes (Last revised: 09-07-1988)
301211,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=521,Yes (Last revised: 09-01-1993),No,No
301218,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=323,Yes (Last revised: 09-07-1988),No,Yes (Last revised: 08-22-1988)
301223,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=124,Yes (Last revised: 01-31-1987),No,No
301225,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=68,Yes (Last revised: 01-31-1987),No,No
301226,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=613,No,No,Yes (Last revised: 10-01-1992)
301243,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=266,Yes (Last revised: 09-30-1987),No,No
301273,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=64,Yes (Last revised: 01-31-1987),No,No
301291,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=189,Yes (Last revised: 03-31-1987),No,No
301306,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=182,Yes (Last revised: 03-31-1987),No,No
301308,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=194,Yes (Last revised: 03-31-1987),No,No
301319,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=240,Yes (Last revised: 09-30-1987),No,No
301377,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=343,Yes (Last revised: 09-26-1988),No,No
301385,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=161,Yes (Last revised: 03-31-1987),No,No
301392,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=21,Yes (Last revised: 01-31-1987),No,No
301404,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=334,Yes (Last revised: 08-22-1988),No,No
301408,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=339,Yes (Last revised: 09-26-1988),No,Yes (Last revised: 09-01-1991)
301414,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=378,Yes (Last revised: 01-01-1989),No,Yes (Last revised: 10-01-1989)
301418,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=132,Yes (Last revised: 03-01-1988),No,No
301420,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=335,Yes (Last revised: 09-26-1988),No,Yes (Last revised: 06-01-1991)
301486,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=164,No,No,Yes (Last revised: 03-31-1987)
301567,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=467,Yes (Last revised: 05-01-1990),No,No
301581,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=346,No,No,Yes (Last revised: 08-22-1988)
301612,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=346,No,No,Yes (Last revised: 08-22-1988)
301637,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=346,No,No,Yes (Last revised: 08-22-1988)
301681,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=344,Yes (Last revised: 09-07-1988),No,No
301803,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=59,Yes (Last revised: 07-05-2001),Yes (Last revised: 07-05-2001),Yes (Last revised: 07-05-2001)
301805,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=254,Yes (Last revised: 09-30-1987),No,No
301834,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=128,Yes (Last revised: 07-31-2003),Discussion (Last revised: 07-31-2003),Yes (Last revised: 07-31-2003)
301835,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=614,Discussion (Last revised: 07-31-2007),Discussion (Last revised: 07-31-2007),Yes (Last revised: 07-31-2007)
301836,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=157,Yes (Last revised: 03-01-1987),No,No
302068,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=490,No,No,Yes (Last revised: 08-01-1990)
302075,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=491,No,No,Yes (Last revised: 08-01-1990)
302087,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=184,Yes (Last revised: 03-31-1987),No,Yes (Last revised: 08-01-1990)
302141,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=370,No,Yes (Last revised: 06-01-1995),Yes (Last revised: 05-01-1995)
302296,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
302302,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=180,Yes (Last revised: 03-31-1987),No,Yes (Last revised: 08-01-1990)
302303,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=495,No,No,Yes (Last revised: 08-01-1990)
302307,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=230,Yes (Last revised: 09-07-1988),No,No
302447,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
302448,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
302451,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
302453,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=294,Message (Last revised: 06-01-1994),No,Yes (Last revised: 10-01-1996)
302742,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=166,No,No,Yes (Last revised: 03-31-1987)
303168,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=385,Yes (Last revised: 07-01-1989),No,No
303176,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=132,Yes (Last revised: 03-01-1988),No,No
303308,https://cfpub.epa.gov/ncea/iris2/chemicalLanding.cfm?substance_nmbr=231,Yes (Last revised: 09-07-1988),No,No
